1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),Candidate Name (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,GE RUNOFF,GE RUNOFF %,"COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)",FOOTNOTES
2390,New York,NY,13,n/a,,,,,District Votes:,,24442,,,,187446,,,,,,
2391,New York,NY,14,H2NY14037,(I),Carolyn B.,Maloney,"Maloney, Carolyn B.",,D,Unopposed,,,,176426,76.9384408742826%,,,183239,79.9095539623563%,
2392,New York,NY,14,H2NY14037,(I),Carolyn B.,Maloney,"Maloney, Carolyn B.",,WF,Unopposed,,,,6813,2.97111308807368%,,,183239,79.9095539623563%,
2393,New York,NY,14,H8NY14117,,Robert G.,Heim,"Heim, Robert G.",,R,Unopposed,,,,43385,18.9199679034312%,,,,,
2394,New York,NY,14,H8NY14125,,Isaiah,Matos,"Matos, Isaiah",,LBT,,,,,2659,1.15957576709055%,,,,,
2395,New York,NY,14,,,,Scattered,Scattered,,W,,,,,25,0.0109023671219495%,,,,,
2396,New York,NY,14,n/a,,,,,District Votes:,,,,,,229308,,,,,,
2397,New York,NY,15,H6NY19029,(I),Charles B.,Rangel,"Rangel, Charles B.",,D,Unopposed,,,,170372,85.7472155256152%,,,177151,89.1590459557806%,
2398,New York,NY,15,H6NY19029,(I),Charles B.,Rangel,"Rangel, Charles B.",,WF,Unopposed,,,,6779,3.41183043016543%,,,177151,89.1590459557806%,
2399,New York,NY,15,H6NY15126,,Edward,Daniels,"Daniels, Edward",,R,Unopposed,,,,15676,7.88963767860648%,,,,,
2400,New York,NY,15,H8NY15122,,Craig,Schley,"Schley, Craig",,VPC,n/a,,,,3708,1.86621437307175%,,,,,
2401,New York,NY,15,H8NY15130,,Martin,Koppel,"Koppel, Martin",,SWP,n/a,,,,2141,1.07755258164688%,,,,,
2402,New York,NY,15,,,,Scattered,Scattered,,W,,,,,15,0.00754941089430321%,,,,,
2403,New York,NY,15,n/a,,,,,District Votes:,,,,,,198691,,,,,,
2404,New York,NY,16,H0NY18065,(I),Jose E.,Serrano,"Serrano, Jose E.",,D,Unopposed,,,,123312,93.6530238704631%,,,127179,96.5899338492736%,
2405,New York,NY,16,H0NY18065,(I),Jose E.,Serrano,"Serrano, Jose E.",,WF,Unopposed,,,,3867,2.9369099788105%,,,127179,96.5899338492736%,
2406,New York,NY,16,H4NY16053,,Ali,Mohamed,"Mohamed, Ali",,R,Unopposed,,,,3941,2.99311151447949%,,,4488,3.40854719030296%,
2407,New York,NY,16,H4NY16053,,Ali,Mohamed,"Mohamed, Ali",,CRV,Unopposed,,,,547,0.415435675823466%,,,4488,3.40854719030296%,
2408,New York,NY,16,,,,Scattered,Scattered,,W,,,,,2,0.00151896042348617%,,,,,
2409,New York,NY,16,n/a,,,,,District Votes:,,,,,,131669,,,,,,
2410,New York,NY,17,H8NY19058,(I),Eliot L.,Engel,"Engel, Eliot L.",,D,Unopposed,,,,149676,73.9794682707183%,,,161594,79.8701074035814%,
2411,New York,NY,17,H8NY19058,(I),Eliot L.,Engel,"Engel, Eliot L.",,IDP,Unopposed,,,,6721,3.32194878435753%,,,161594,79.8701074035814%,
2412,New York,NY,17,H8NY19058,(I),Eliot L.,Engel,"Engel, Eliot L.",,WF,Unopposed,,,,5197,2.56869034850559%,,,161594,79.8701074035814%,
2413,New York,NY,17,H8NY17094,,Robert,Goodman,"Goodman, Robert",,R,Unopposed,,,,35994,17.7905407743141%,,,40707,20.1200073151082%,
2414,New York,NY,17,H8NY17094,,Robert,Goodman,"Goodman, Robert",,CRV,Unopposed,,,,4713,2.32946654079408%,,,40707,20.1200073151082%,
2415,New York,NY,17,,,,Scattered,Scattered,,W,,,,,20,0.00988528131039289%,,,,,
2416,New York,NY,17,n/a,,,,,District Votes:,,,,,,202321,,,,,,
2417,New York,NY,18,H8NY20056,(I),Nita M.,Lowey,"Lowey, Nita M.",,D,Unopposed,,,,167365,65.5533839121699%,,,174791,68.4619934119564%,
2418,New York,NY,18,H8NY20056,(I),Nita M.,Lowey,"Lowey, Nita M.",,WF,Unopposed,,,,7426,2.90860949978654%,,,174791,68.4619934119564%,
2419,New York,NY,18,H6NY18153,,Jim,Russell,"Russell, Jim",,R,Unopposed,,,,73237,28.6854072092468%,,,80498,31.5293896463529%,
2420,New York,NY,18,H6NY18153,,Jim,Russell,"Russell, Jim",,CRV,Unopposed,,,,7261,2.84398243710612%,,,80498,31.5293896463529%,
2421,New York,NY,18,,,,Scattered,Scattered,,W,,,,,22,0.0086169416907223%,,,,,
2422,New York,NY,18,n/a,,,,,District Votes:,,,,,,255311,,,,,,
2423,New York,NY,19,H6NY19144,(I),John,Hall,"Hall, John",,D,Unopposed,,,,141173,50.2405745318405%,,,164859,58.6699360128686%,
2424,New York,NY,19,H6NY19144,(I),John,Hall,"Hall, John",,IDP,Unopposed,,,,16584,5.90190537876254%,,,164859,58.6699360128686%,
2425,New York,NY,19,H6NY19144,(I),John,Hall,"Hall, John",,WF,Unopposed,,,,7102,2.52745610226553%,,,164859,58.6699360128686%,
2426,New York,NY,19,H8NY19140,,Kieran Michael,Lalor,"Lalor, Kieran Michael",,R,Unopposed,,,,103813,36.9449169733162%,,,116120,41.3247257948568%,
2427,New York,NY,19,H8NY19140,,Kieran Michael,Lalor,"Lalor, Kieran Michael",,CRV,Unopposed,,,,12307,4.37980882154067%,,,116120,41.3247257948568%,
2428,New York,NY,19,,,,Scattered,Scattered,,W,,,,,15,0.00533819227456814%,,,,,
2429,New York,NY,19,n/a,,,,,District Votes:,,,,,,280994,,,,,,
2430,New York,NY,20,H6NY20167,(I),Kirsten E.,Gillibrand,"Gillibrand, Kirsten E.",,D,Unopposed,,,,178996,57.4225980617034%,,,193651,62.1239778388731%,
2431,New York,NY,20,H6NY20167,(I),Kirsten E.,Gillibrand,"Gillibrand, Kirsten E.",,WF,Unopposed,,,,14655,4.70137977716968%,,,193651,62.1239778388731%,
2432,New York,NY,20,H8NY20122,,Sandy,Treadwell,"Treadwell, Sandy",,R,Unopposed,,,,99930,32.0579243352143%,,,118031,37.8647940279163%,
2433,New York,NY,20,H8NY20122,,Sandy,Treadwell,"Treadwell, Sandy",,IDP,Unopposed,,,,8024,2.57412973947523%,,,118031,37.8647940279163%,
2434,New York,NY,20,H8NY20122,,Sandy,Treadwell,"Treadwell, Sandy",,CRV,Unopposed,,,,10077,3.23273995322681%,,,118031,37.8647940279163%,
2435,New York,NY,20,,,,Scattered,Scattered,,W,,,,,35,0.0112281332105724%,,,,,
2436,New York,NY,20,n/a,,,,,District Votes:,,,,,,311717,,,,,,
2437,New York,NY,21,H8NY21203,,Paul D.,Tonko,"Tonko, Paul D.",,WF,Unopposed,,,,159849,57.9431765456444%,,,171286,62.0889397981673%,
2438,New York,NY,21,H8NY21203,,Paul D.,Tonko,"Tonko, Paul D.",,D,15932,39.49821499405%,,,11437,4.14576325252291%,,,171286,62.0889397981673%,
2439,New York,NY,21,H8NY21146,,Tracey,Brooks,"Brooks, Tracey",,D,12166,30.161642205474%,,,n/a,,,,,,
2440,New York,NY,21,H8NY21138,,Phillip G.,Steck,"Steck, Phillip G.",,D,7498,18.5888536295121%,,,n/a,,,,,,
2441,New York,NY,21,H8NY21179,,Darius,Shahinfar,"Shahinfar, Darius",,D,4002,9.92165807219358%,,,n/a,,,,,,
2442,New York,NY,21,H8NY21229,,Joseph P.,Sullivan,"Sullivan, Joseph P.",,D,738,1.82963109877033%,,,n/a,,,,,,
2443,New York,NY,21,n/a,,,,,Party Votes:,D,40336,,,,,,,,,,
2444,New York,NY,21,H8NY21187,,James R.,Buhrmaster,"Buhrmaster, James R.",,R,8589,70.4362801377727%,,,85267,30.908174805707%,,,96599,35.0158769284306%,
2445,New York,NY,21,H8NY21187,,Steven,Vasquez,"Vasquez, Steven",,R,3605,29.5637198622273%,,,n/a,,,,,,
2446,New York,NY,21,n/a,,,,,Party Votes:,R,12194,,,,,,,,,,
2447,New York,NY,21,H8NY21187,,James R.,Buhrmaster,"Buhrmaster, James R.",,CRV,Unopposed,,,,11332,4.10770212272358%,,,96599,35.0158769284306%,
2448,New York,NY,21,H8NY21138,,Phillip G.,Steck,"Steck, Phillip G.",,IDP,Unopposed,,,,7965,2.88720856049182%,,,,,
2449,New York,NY,21,,,,Scattered,Scattered,,W,,,,,22,0.00797471291033523%,,,,,
2450,New York,NY,21,n/a,,,,,District Votes:,,52530,,,,275872,,,,,,
2451,New York,NY,22,H2NY26080,(I),Maurice D.,Hinchey,"Hinchey, Maurice D.",,D,Unopposed,,,,147238,58.0321459257916%,,,168558,66.4351760616117%,
2452,New York,NY,22,H2NY26080,(I),Maurice D.,Hinchey,"Hinchey, Maurice D.",,IDP,Unopposed,,,,11320,4.46164639481629%,,,168558,66.4351760616117%,
2453,New York,NY,22,H2NY26080,(I),Maurice D.,Hinchey,"Hinchey, Maurice D.",,WF,Unopposed,,,,10000,3.94138374100379%,,,168558,66.4351760616117%,
2454,New York,NY,22,H8NY22102,,George K.,Phillips,"Phillips, George K.",,R,Unopposed,,,,76569,30.1787811664919%,,,85126,33.5514232336689%,
2455,New York,NY,22,H8NY22102,,George K.,Phillips,"Phillips, George K.",,CRV,Unopposed,,,,8557,3.37264206717694%,,,85126,33.5514232336689%,
2456,New York,NY,22,,,,Scattered,Scattered,,W,,,,,34,0.0134007047194129%,,,,,
2457,New York,NY,22,n/a,,,,,District Votes:,,,,,,253718,,,,,,
2458,New York,NY,23,H2NY24036,(I),John M.,McHugh,"McHugh, John M.",,R,Unopposed,,,,120778,55.1686650679456%,,,143029,65.332419778463%,
2459,New York,NY,23,H2NY24036,(I),John M.,McHugh,"McHugh, John M.",,IDP,Unopposed,,,,12958,5.91892200525294%,,,143029,65.332419778463%,
2460,New York,NY,23,H2NY24036,(I),John M.,McHugh,"McHugh, John M.",,CRV,Unopposed,,,,9293,4.24483270526436%,,,143029,65.332419778463%,
2461,New York,NY,23,H8NY23100,,Michael P.,Oot,"Oot, Michael P.",,D,Unopposed,,,,70037,31.9913212287313%,,,75871,34.6561607856572%,
2462,New York,NY,23,H8NY23100,,Michael P.,Oot,"Oot, Michael P.",,WF,Unopposed,,,,5834,2.66483955692589%,,,75871,34.6561607856572%,
2463,New York,NY,23,,,,Scattered,Scattered,,W,,,,,25,0.0114194358798675%,,,,,
2464,New York,NY,23,n/a,,,,,District Votes:,,,,,,218925,,,,,,
2465,New York,NY,24,H6NY24128,(I),Michael A.,Arcuri,"Arcuri, Michael A.",,D,Unopposed,,,,121345,48.2117031927912%,,,130799,51.9678813788281%,
2466,New York,NY,24,H6NY24128,(I),Michael A.,Arcuri,"Arcuri, Michael A.",,WF,Unopposed,,,,9454,3.7561781860369%,,,130799,51.9678813788281%,
2467,New York,NY,24,H8NY24066,,Richard L.,Hanna,"Hanna, Richard L.",,R,Unopposed,,,,103379,41.0736137819239%,,,120880,48.0269535781829%,
2468,New York,NY,24,H8NY24066,,Richard L.,Hanna,"Hanna, Richard L.",,IDP,Unopposed,,,,9555,3.79630659695183%,,,120880,48.0269535781829%,
2469,New York,NY,24,H8NY24066,,Richard L.,Hanna,"Hanna, Richard L.",,CRV,Unopposed,,,,7946,3.15703319930709%,,,120880,48.0269535781829%,
2470,New York,NY,24,,,,Scattered,Scattered,,W,,,,,13,0.00516504298905011%,,,,,
2471,New York,NY,24,n/a,,,,,District Votes:,,,,,,251692,,,,,,
2472,New York,NY,25,H6NY25125,,Daniel B.,Maffei,"Maffei, Daniel B.",,D,Unopposed,,,,148290,51.6511725920327%,,,157375,54.8155862611852%,
2473,New York,NY,25,H6NY25125,,Daniel B.,Maffei,"Maffei, Daniel B.",,WF,Unopposed,,,,9085,3.16441366915245%,,,157375,54.8155862611852%,
2474,New York,NY,25,H8NY25071,,Dale A.,Sweetland,"Sweetland, Dale A.",,R,Unopposed,,,,106653,37.1485097475087%,,,120217,41.8730124451844%,
2475,New York,NY,25,H8NY25071,,Dale A.,Sweetland,"Sweetland, Dale A.",,CRV,Unopposed,,,,13564,4.72450269767572%,,,120217,41.8730124451844%,
2476,New York,NY,25,H0NY25037,,Howie,Hawkins,"Hawkins, Howie",,GPP,n/a,,,,9483,3.30304180787812%,,,,,
2477,New York,NY,25,,,,Scattered,Scattered,,W,,,,,24,0.00835948575230147%,,,,,
2478,New York,NY,25,n/a,,,,,District Votes:,,,,,,287099,,,,,,
2479,New York,NY,26,H8NY26095,,Christopher J.,Lee,"Lee, Christopher J.",,R,Unopposed,,,,124845,46.1815895093125%,,,148607,54.9714243438696%,
2480,New York,NY,26,H8NY26095,,Christopher J.,Lee,"Lee, Christopher J.",,CRV,Unopposed,,,,13866,5.12919155862171%,,,148607,54.9714243438696%,
2481,New York,NY,26,H8NY26095,,Christopher J.,Lee,"Lee, Christopher J. #",,IDP,#,,,,9896,3.66064327593541%,,,148607,54.9714243438696%,# Anthony Fumerelle withdrew after the primary election and Christopher Lee was selected by the Independence Party to fill the vacancy on the general election ballot.
2482,New York,NY,26,H8NY26111,,Anthony L.,Fumerelle,"Fumerelle, Anthony L. #",,IDP,Unopposed,,,,,,,,,,# Anthony Fumerelle withdrew after the primary election and Christopher Lee was selected by the Independence Party to fill the vacancy on the general election ballot.
2483,New York,NY,26,H8NY26079,,Alice,Kryzan,"Kryzan, Alice",,D,9792,40.9809994140789%,,,109615,40.5478387926092%,,,,,
2484,New York,NY,26,H8NY26061,,Jonathan P.,Powers,"Powers, Jonathan P.",,D,8500,35.5737842136101%,,,??,,,,,,
2485,New York,NY,26,H4NY26045,,Jack,Davis,"Davis, Jack",,D,5602,23.445216372311%,,,n/a,,,,,,
2486,New York,NY,26,n/a,,,,,Party Votes:,D,23894,,,,,,,,,,
2487,New York,NY,26,H8NY26061,,Jonathan P.,Powers,"Powers, Jonathan P.",,WF,Unopposed,,,,12104,4.47740766086522%,,,,,
2488,New York,NY,26,,,,Scattered,Scattered,,W,,,,,9,0.0033292026559639%,,,,,
2489,New York,NY,26,n/a,,,,,District Votes:,,23894,,,,270335,,,,,,
2490,New York,NY,27,H4NY27076,(I),Brian,Higgins,"Higgins, Brian",,D,Unopposed,,,,169196,67.8017992746799%,,,185713,74.4206455749464%,
2491,New York,NY,27,H4NY27076,(I),Brian,Higgins,"Higgins, Brian",,WF,Unopposed,,,,16517,6.61884630026648%,,,185713,74.4206455749464%,
2492,New York,NY,27,H8NY27093,,Daniel J.,Humiston,"Humiston, Daniel J.",,R,Unopposed,,,,50420,20.204772686289%,,,56354,22.5827005149372%,
2493,New York,NY,27,H8NY27093,,Daniel J.,Humiston,"Humiston, Daniel J.",,IDP,Unopposed,,,,5934,2.37792782864814%,,,56354,22.5827005149372%,
2494,New York,NY,27,H8NY27101,,Harold W.,Schroeder,"Schroeder, Harold W.",,CRV,Unopposed,,,,7478,2.99665391011641%,,,,,
2495,New York,NY,27,n/a,,,,,District Votes:,,,,,,249545,,,,,,
2496,New York,NY,28,H6NY03031,(I),Louise M.,Slaughter,"Slaughter, Louise M.",,D,Unopposed,,,,155409,70.200742621218%,,,172655,77.9910379531842%,
2497,New York,NY,28,H6NY03031,(I),Louise M.,Slaughter,"Slaughter, Louise M.",,IDP,Unopposed,,,,9424,4.25697223753038%,,,172655,77.9910379531842%,
2498,New York,NY,28,H6NY03031,(I),Louise M.,Slaughter,"Slaughter, Louise M.",,WF,Unopposed,,,,7822,3.53332309443576%,,,172655,77.9910379531842%,
2499,New York,NY,28,H8NY28091,,David W.,Crimmen,"Crimmen, David W.",,R,Unopposed,,,,42016,18.9793023697025%,,,48690,21.9940554165274%,
2500,New York,NY,28,H8NY28091,,David W.,Crimmen,"Crimmen, David W.",,CRV,Unopposed,,,,6674,3.01475304682489%,,,48690,21.9940554165274%,
2501,New York,NY,28,,,,Scattered,Scattered,,W,,,,,33,0.0149066302884659%,,,,,
2502,New York,NY,28,n/a,,,,,District Votes:,,,,,,221378,,,,,,
2503,New York,NY,29,H6NY29168,,Eric J. J.,Massa,"Massa, Eric J. J.",,D,Unopposed,,,,131526,47.6966872767493%,,,140529,50.9615419484688%,
2504,New York,NY,29,H6NY29168,,Eric J. J.,Massa,"Massa, Eric J. J.",,WF,Unopposed,,,,9003,3.26485467171946%,,,140529,50.9615419484688%,
2505,New York,NY,29,H4NY29080,(I),"John Randy, Jr.",Kuhl,"Kuhl, John Randy, Jr.",,R,Unopposed,,,,116137,42.1160087759062%,,,135199,49.0286667512828%,
2506,New York,NY,29,H4NY29080,(I),"John Randy, Jr.",Kuhl,"Kuhl, John Randy, Jr.",,IDP,Unopposed,,,,8185,2.96821453826767%,,,135199,49.0286667512828%,
2507,New York,NY,29,H4NY29080,(I),"John Randy, Jr.",Kuhl,"Kuhl, John Randy, Jr.",,CRV,Unopposed,,,,10877,3.94444343710903%,,,135199,49.0286667512828%,
2508,New York,NY,29,,,,Scattered,Scattered,,W,,,,,27,0.00979130024840891%,,,,,
2509,New York,NY,29,n/a,,,,,District Votes:,,,,,,275755,,,,,,
2510,New York,NY,H,n/a,,,,,Total House Votes:,,144579,,,,6390516,,,,,,
2511,North Carolina,NC,01,H4NC01046,(I),G.K.,Butterfield,"Butterfield, G.K.",,D,Unopposed,,,,192765,70.2826766227563%,,,,,
2512,North Carolina,NC,01,H8NC01096,,Dean,Stephens,"Stephens, Dean",,R,Unopposed,,,,81506,29.7173233772437%,,,,,
2513,North Carolina,NC,01,n/a,,,,,District Votes:,,,,,,274271,,,,,,
2514,North Carolina,NC,02,H6NC02080,(I),Bob,Etheridge,"Etheridge, Bob",,D,Unopposed,,,,199730,66.9269175351004%,,,,,
2515,North Carolina,NC,02,H6NC02106,,Dan,Mansell,"Mansell, Dan",,R,Unopposed,,,,93323,31.271319907516%,,,,,
2516,North Carolina,NC,02,H8NC02045,,Will,Adkins,"Adkins, Will",,LBT,n/a,,,,5377,1.80176255738364%,,,,,
2517,North Carolina,NC,02,n/a,,,,,District Votes:,,,,,,298430,,,,,,
2518,North Carolina,NC,03,H2NC01081,(I),Walter B.,Jones,"Jones, Walter B.",,R,23699,58.9674048270714%,,,201686,65.8996895932037%,,,,,
2519,North Carolina,NC,03,H8NC03050,,Joe,McLaughlin,"McLaughlin, Joe",,R,16491,41.0325951729286%,,,,,,,,,
2520,North Carolina,NC,03,n/a,,,,,Party Votes:,R,40190,,,,,,,,,,
2521,North Carolina,NC,03,H6NC03120,,Craig,Weber,"Weber, Craig",,D,54366,69.2146103606758%,,,104364,34.1003104067963%,,,,,
2522,North Carolina,NC,03,H8CA03043,,Marshall,Adame,"Adame, Marshall",,D,24181,30.7853896393242%,,,,,,,,,
2523,North Carolina,NC,03,n/a,,,,,Party Votes:,D,78547,,,,,,,,,,
2524,North Carolina,NC,03,n/a,,,,,District Votes:,,118737,,,,306050,,,,,,
2525,North Carolina,NC,04,H6NC04037,(I),David,Price,"Price, David",,D,Unopposed,,,,265751,63.3195774104237%,,,,,
2526,North Carolina,NC,04,H6NC04037,,William (B.J.),Lawson,"Lawson, William (B.J.)",,R,23373,70.5514805759305%,,,153947,36.6804225895763%,,,,,
2527,North Carolina,NC,04,H8NC04066,,Augustus,Cho,"Cho, Augustus",,R,9756,29.4485194240696%,,,,,,,,,
2528,North Carolina,NC,04,n/a,,,,,Party Votes:,R,33129,,,,,,,,,,
2529,North Carolina,NC,04,n/a,,,,,District Votes:,,33129,,,,419698,,,,,,
2530,North Carolina,NC,05,H6NC04037,(I),Virginia,Foxx,"Foxx, Virginia",,R,Unopposed,,,,190820,58.3684843219963%,,,,,
2531,North Carolina,NC,05,H8NC05030,,Roy,Carter,"Carter, Roy",,D,40101,50.2991533396049%,,,136103,41.6315156780037%,,,,,
2532,North Carolina,NC,05,H8NC05048,,Diane ,Hamby,"Hamby, Diane ",,D,39624,49.7008466603951%,,,,,,,,,
2533,North Carolina,NC,05,n/a,,,,,Party Votes:,D,79725,,,,,,,,,,
2534,North Carolina,NC,05,n/a,,,,,District Votes:,,79725,,,,326923,,,,,,
2535,North Carolina,NC,06,H4NC06011,(I),Howard,Coble,"Coble, Howard",,R,Unopposed,,,,221018,66.9972809200615%,,,,,
2536,North Carolina,NC,06,H8NC06061,,Teresa Sue,Bratton,"Bratton, Teresa Sue",,D,42687,61.1579128341786%,,,108873,33.0027190799385%,,,,,
2537,North Carolina,NC,06,H8NC06046,,Johnny J.,Carter,"Carter, Johnny J.",,D,19817,28.3919310008883%,,,,,,,,,
2538,North Carolina,NC,06,H8NC06053,,Jay,Ovittore,"Ovittore, Jay",,D,7294,10.4501561649331%,,,,,,,,,
2539,North Carolina,NC,06,n/a,,,,,Party Votes:,D,69798,,,,,,,,,,
2540,North Carolina,NC,06,n/a,,,,,District Votes:,,69798,,,,329891,,,,,,
2541,North Carolina,NC,07,H8NC07044,(I),Mike ,McIntyre,"McIntyre, Mike ",,D,Unopposed,,,,215383,68.8443528152019%,,,,,
2542,North Carolina,NC,07,H8NC07085,,Will,Breazeale,"Breazeale, Will",,R,Unopposed,,,,97472,31.1556471847981%,,,,,
2543,North Carolina,NC,07,n/a,,,,,District Votes:,,,,,,312855,,,,,,
2544,North Carolina,NC,08,H6NC08111,,Larry,Kissell,"Kissell, Larry",,D,Unopposed,,,,157185,55.3821273417213%,,,,,
2545,North Carolina,NC,08,H8NC08042,(I),Robert C. (Robin),Hayes,"Hayes, Robert C. (Robin)",,R,Unopposed,,,,126634,44.6178726582787%,,,,,
2546,North Carolina,NC,08,n/a,,,,,District Votes:,,,,,,283819,,,,,,
2547,North Carolina,NC,09,H4NC09106,(I),Sue,Myrick,"Myrick, Sue",,R,51402,92.1645270027971%,,,241053,62.3709192901111%,,,,,
2548,North Carolina,NC,09,H8NC09081,,Jack,Stratton,"Stratton, Jack",,R,4370,7.8354729972029%,,,,,,,,,
2549,North Carolina,NC,09,n/a,,,,,Party Votes:,R,55772,,,,,,,,,,
2550,North Carolina,NC,09,H8NC09073,,Harry,Taylor,"Taylor, Harry",,D,45329,58.4694167118128%,,,138719,35.8926524581935%,,,,,
2551,North Carolina,NC,09,H8NC09065,,Ross,Overby,"Overby, Ross",,D,32197,41.5305832881872%,,,,,,,,,
2552,North Carolina,NC,09,n/a,,,,,Party Votes:,D,77526,,,,,,,,,,
2553,North Carolina,NC,09,H8NC09099,,Andy,Grum,"Grum, Andy",,LBT,n/a,,,,6711,1.73642825169542%,,,,,
2554,North Carolina,NC,09,n/a,,,,,District Votes:,,133298,,,,386483,,,,,,
2555,North Carolina,NC,10,H4NC10047,(I),Patrick,McHenry,"McHenry, Patrick",,R,34457,67.1035463202789%,,,171774,57.5509342553598%,,,,,
2556,North Carolina,NC,10,H8NC10063,,Lance,Sigmon,"Sigmon, Lance",,R,16892,32.8964536797211%,,,,,,,,,
2557,North Carolina,NC,10,n/a,,,,,Party Votes:,R,51349,,,,,,,,,,
2558,North Carolina,NC,10,H8NC10055,,Daniel,Johnson,"Johnson, Daniel",,D,41076,60.1476014760148%,,,126699,42.4490657446402%,,,,,
2559,North Carolina,NC,10,H8NC10048,,Steve,Ivester,"Ivester, Steve",,D,27216,39.8523985239852%,,,,,,,,,
2560,North Carolina,NC,10,n/a,,,,,Party Votes:,D,68292,,,,,,,,,,
2561,North Carolina,NC,10,n/a,,,,,District Votes:,,119641,,,,298473,,,,,,
2562,North Carolina,NC,11,H6NC11172,(I),Heath,Shuler,"Shuler, Heath",,D,Unopposed,,,,211112,61.961281536529%,,,,,
2563,North Carolina,NC,11,H8NC11079,,Carl,Mumpower,"Mumpower, Carl",,R,19678,48.1654632235956%,,,122087,35.832482184576%,,,,,
2564,North Carolina,NC,11,H8NC11061,,Spence,Campbell,"Campbell, Spence",,R,17266,42.2616570799168%,,,,,,,,,
2565,North Carolina,NC,11,H6NC11180,,John C.,Armor,"Armor, John C.",,R,3911,9.57287969648758%,,,,,,,,,
2566,North Carolina,NC,11,n/a,,,,,Party Votes:,R,40855,,,,,,,,,,
2567,North Carolina,NC,11,H8NC11087,,Keith,Smith,"Smith, Keith",,LBT,n/a,,,,7517,2.20623627889503%,,,,,
2568,North Carolina,NC,11,n/a,,,,,District Votes:,,40855,,,,340716,,,,,,
2569,North Carolina,NC,12,H2NC12021,(I),Mel,Watt,"Watt, Mel",,D,Unopposed,,,,215908,71.5585870437025%,,,,,
2570,North Carolina,NC,12,H8NC12093,,"Ty, Jr.",Cobb,"Cobb, Ty, Jr.",,R,Unopposed,,,,85814,28.4414129562975%,,,,,
2571,North Carolina,NC,12,n/a,,,,,District Votes:,,,,,,301722,,,,,,
2572,North Carolina,NC,13,H2NC13029,(I),Brad,Miller,"Miller, Brad",,D,113254,88.481070016719%,,,221379,65.9333099040392%,,,,,
2573,North Carolina,NC,13,H8NC13034,,Derald,Hafner,"Hafner, Derald",,D,14744,11.518929983281%,,,,,,,,,
2574,North Carolina,NC,13,n/a,,,,,Party Votes:,D,127998,,,,,,,,,,
2575,North Carolina,NC,13,H8NC13042,,Hugh,Webster,"Webster, Hugh",,R,Unopposed,,,,114383,34.0666900959608%,,,,,
2576,North Carolina,NC,13,n/a,,,,,District Votes:,,127998,,,,335762,,,,,,
2577,North Carolina,NC,H,n/a,,,,,Total House Votes:,,723181,,,,4215093,,,,,,
2578,North Carolina,NC,S,S8NC00239,,Kay,Hagan,"Hagan, Kay",,D,801920,60.0665741858744%,,,2249311,52.6527808013633%,,,,,
2579,North Carolina,NC,S,S8NC00221,,Jim,Neal,"Neal, Jim",,D,239623,17.948589268433%,,,,,,,,,
2580,North Carolina,NC,S,S8NC00270,,Marcus W. ,Williams,"Williams, Marcus W. ",,D,170970,12.8062427530913%,,,,,,,,,
2581,North Carolina,NC,S,S8NC00247,,Duskin C.,Lassiter,"Lassiter, Duskin C.",,D,62136,4.65420073525226%,,,,,,,,,
2582,North Carolina,NC,S,S8NC00262,,Howard,Staley,"Staley, Howard",,D,60403,4.52439305734908%,,,,,,,,,
2583,North Carolina,NC,S,n/a,,,,,Party Votes:,D,1335052,,,,,,,,,,
2584,North Carolina,NC,S,S2NC00083,(I),Elizabeth,Dole,"Dole, Elizabeth",,R,460665,89.9611577300804%,,,1887510,44.1835967949213%,,,,,
2585,North Carolina,NC,S,S8NC00288,,Pete,Di Lauro,"Di Lauro, Pete",,R,51406,10.0388422699196%,,,,,,,,,
2586,North Carolina,NC,S,n/a,,,,,Party Votes:,R,512071,,,,,,,,,,
2587,North Carolina,NC,S,S8NC00296,,Christopher,Cole,"Cole, Christopher",,LBT,n/a,G,,,133430,3.12338335709286%,,,,,
2588,North Carolina,NC,S,,,,Scattered,Scattered,,W,,,,,1655,0.0387409087610634%,,,,,
2589,North Carolina,NC,S,S4NC00121,,Walter Fry,Rucker,"Rucker, Walter Fry",,W,n/a,,,,64,0.00149813786145502%,,,,,
2590,North Carolina,NC,S,n/a,,,,,Total Senate Votes:,,1847123,,,,4271970,,,,,,
2591,North Dakota,ND,00,H2ND00057,(I),Earl,Pomeroy,"Pomeroy, Earl",,DNL,43293,100%,,,194577,61.9741053939133%,,,,,
2592,North Dakota,ND,00,n/a,,,,,Party Votes:,DNL,43293,,,,,,,,,,
2593,North Dakota,ND,00,H4ND00038,,Duane,Sand,"Sand, Duane",,R,46785,100%,,,119388,38.0258946060867%,,,,,
2594,North Dakota,ND,00,n/a,,,,,Party Votes:,R,46785,,,,,,,,,,
2595,North Dakota,ND,00,n/a,,Wayne,Anderson,"Anderson, Wayne",,W(CON),1,14.2857142857143%,,,,,,,,,
2596,North Dakota,ND,00,n/a,,Modine,Gunsett,"Gunsett, Modine",,W(CON),1,14.2857142857143%,,,,,,,,,
