#,STATE,STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,"LAST NAME, FIRST",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL,GENERAL %,GE RUNOFF,GE RUNOFF %,Notes (See Endnotes Tab)
2335,New York,NY,10,H4NY10080,,Mariana,Blume,"Blume, Mariana",,C,Unopposed,,,,1554,1.04459352271352%,,,
2336,New York,NY,10,,,,,,District Votes:,,9,,,,148766,,,,
2337,New York,NY,11,H2NY12023,(I),Major R.,Owens,"Owens, Major R.",,,,,,Combined Parties:,144999,94.034293570604%,,,
2338,New York,NY,11,H2NY12023,(I),Major R.,Owens,"Owens, Major R.",,WF,Unopposed,,,,10824,7.01954629761735%,,,
2339,New York,NY,11,H2NY12023,(I),Major R.,Owens,"Owens, Major R.",,D,14718,45.4399506020377%,,,134175,87.0147472729867%,,,
2340,New York,NY,11,H4NY11138,,Yvette D.,Clarke,"Clarke, Yvette D.",,D,9371,28.9317690645261%,,,,,,,
2341,New York,NY,11,H4NY11104,,Tracy L.,Boyland,"Boyland, Tracy L.",,D,7119,21.979005866008%,,,,,,,
2342,New York,NY,11,H4NY11120,,Gabriel A.,Pearse,"Pearse, Gabriel A.",,D,1179,3.64001234949058%,,,,,,,
2343,New York,NY,11,,,,Scattered,Scattered,,W(D),3,0.00926211793763507%,,,,,,,
2344,New York,NY,11,,,,,,Party Votes:,D,32390,,,,,,,,
2345,New York,NY,11,H8NY11030,,Lorraine,Stevens,"Stevens, Lorraine",,IDP,Unopposed,,,,4721,3.06164801099885%,,,
2346,New York,NY,11,H4NY11153,,Sol,Lieberman,"Lieberman, Sol",,C,Unopposed,,,,4478,2.90405841839713%,,,
2347,New York,NY,11,,,,,,District Votes:,,32390,,,,154198,,,,
2348,New York,NY,12,H2NY00010,(I),Nydia M.,Velazquez,"Velazquez, Nydia M.",,,,,,Combined Parties:,107796,86.2630239592836%,,,
2349,New York,NY,12,H2NY00010,(I),Nydia M.,Velazquez,"Velazquez, Nydia M.",,D,Unopposed,,,,100402,80.3460251916583%,,,
2350,New York,NY,12,H2NY00010,(I),Nydia M.,Velazquez,"Velazquez, Nydia M.",,WF,Unopposed,,,,7394,5.91699876762536%,,,
2351,New York,NY,12,H4NY12045,,Paul A.,Rodriguez,"Rodriguez, Paul A.",,,,,,Combined Parties:,17166,13.7369760407164%,,,
2352,New York,NY,12,H4NY12045,,Paul A.,Rodriguez,"Rodriguez, Paul A.",,R,Unopposed,,,,15697,12.5614186712761%,,,
2353,New York,NY,12,H4NY12045,,Paul A.,Rodriguez,"Rodriguez, Paul A.",,C,Unopposed,,,,1469,1.17555736944031%,,,
2354,New York,NY,12,,,,,,District Votes:,,n/a,,,,124962,,,,
2355,New York,NY,13,H8NY13028,(I),Vito,Fossella,"Fossella, Vito",,,,,,Combined Parties:,112934,58.9937001786517%,,,
2356,New York,NY,13,H8NY13028,(I),Vito,Fossella,"Fossella, Vito",,R,Unopposed,,,,102713,53.6545232299383%,,,
2357,New York,NY,13,H8NY13028,(I),Vito,Fossella,"Fossella, Vito",,C,Unopposed,,,,10221,5.3391769487134%,,,
2358,New York,NY,13,H4NY13043,,Frank J.,Barbaro,"Barbaro, Frank J.",,,,,,Combined Parties:,78500,41.0062998213484%,,,
2359,New York,NY,13,H4NY13043,,Frank J.,Barbaro,"Barbaro, Frank J.",,D,Unopposed,,,,72180,37.7049009057952%,,,
2360,New York,NY,13,H4NY13043,,Frank J.,Barbaro,"Barbaro, Frank J.",,WF,Unopposed,,,,3657,1.91031896110409%,,,
2361,New York,NY,13,H4NY13043,,Frank J.,Barbaro,"Barbaro, Frank J.",,IDP,Unopposed,,,,2663,1.39107995444905%,,,
2362,New York,NY,13,,,,,,District Votes:,,n/a,,,,191434,,,,
2363,New York,NY,14,H2NY14037,(I),Carolyn B.,Maloney,"Maloney, Carolyn B.",,,,,,Combined Parties:,186688,81.0590896657129%,,,
2364,New York,NY,14,H2NY14037,(I),Carolyn B.,Maloney,"Maloney, Carolyn B.",,D,Unopposed,,,,175886,76.368909865356%,,,
2365,New York,NY,14,H2NY14037,(I),Carolyn B.,Maloney,"Maloney, Carolyn B.",,IDP,Unopposed,,,,4743,2.05938926060848%,,,
2366,New York,NY,14,H2NY14037,(I),Carolyn B.,Maloney,"Maloney, Carolyn B.",,WF,Unopposed,,,,6059,2.63079053974843%,,,
2367,New York,NY,14,H2NY14086,,Anton,Srdanovic,"Srdanovic, Anton",,,,,,Combined Parties:,43623,18.9409103342871%,,,
2368,New York,NY,14,H2NY14086,,Anton,Srdanovic,"Srdanovic, Anton",,R,Unopposed,,,,41936,18.2084225243258%,,,
2369,New York,NY,14,H2NY14086,,Anton,Srdanovic,"Srdanovic, Anton",,C,Unopposed,,,,1687,0.732487809961313%,,,
2370,New York,NY,14,,,,,,District Votes:,,n/a,,,,230311,,,,
2371,New York,NY,15,H6NY19029,(I),Charles B.,Rangel,"Rangel, Charles B.",,,,,,Combined Parties:,161351,91.1324985456168%,,,
2372,New York,NY,15,H6NY19029,(I),Charles B.,Rangel,"Rangel, Charles B.",,WF,Unopposed,,,,8252,4.6608039491446%,,,
2373,New York,NY,15,H6NY19029,(I),Charles B.,Rangel,"Rangel, Charles B.",,D,19087,75.9590894619548%,,,153099,86.4716945964722%,,,
2374,New York,NY,15,H6NY15118,,Ruben Dario,Vargas,"Vargas, Ruben Dario",,D,3254,12.9496975485514%,,,,,,,
2375,New York,NY,15,H4NY15097,,Geoffrey G.,Johnson,"Johnson, Geoffrey G.",,D,2779,11.0593759949061%,,,,,,,
2376,New York,NY,15,,,,Scattered,Scattered,,W(D),8,0.0318369945877109%,,,,,,,
2377,New York,NY,15,,,,,,Party Votes:,D,25128,,,,,,,,
2378,New York,NY,15,H4NY15105,,"Kenneth P., Jr.",Jefferson,"Jefferson, Kenneth P., Jr.",,R,Unopposed,,,,12355,6.97821531649073%,,,
2379,New York,NY,15,H2NY15067,,Jessie,Fields,"Fields, Jessie",,IDP,Unopposed,,,,3345,1.88928613789247%,,,
2380,New York,NY,15,,,,,,District Votes:,,25128,,,,177051,,,,
2381,New York,NY,16,H0NY18065,(I),Jose E.,Serrano,"Serrano, Jose E.",,,,,,Combined Parties:,111638,95.2152701965066%,,,
2382,New York,NY,16,H0NY18065,(I),Jose E.,Serrano,"Serrano, Jose E.",,D,Unopposed,,,,106739,91.0369473253275%,,,
2383,New York,NY,16,H0NY18065,(I),Jose E.,Serrano,"Serrano, Jose E.",,WF,Unopposed,,,,4899,4.17832287117904%,,,
2384,New York,NY,16,H4NY16053,,Ali,Mohamed,"Mohamed, Ali",,,,,,Combined Parties:,5610,4.78472980349345%,,,
2385,New York,NY,16,H4NY16053,,Ali,Mohamed,"Mohamed, Ali",,R,Unopposed,,,,4917,4.19367494541485%,,,
2386,New York,NY,16,H4NY16053,,Ali,Mohamed,"Mohamed, Ali",,C,Unopposed,,,,693,0.591054858078603%,,,
2387,New York,NY,16,,,,,,District Votes:,,n/a,,,,117248,,,,
2388,New York,NY,17,H8NY19058,(I),Eliot L.,Engel,"Engel, Eliot L.",,,,,,Combined Parties:,140530,76.1531625265531%,,,
2389,New York,NY,17,H8NY19058,(I),Eliot L.,Engel,"Engel, Eliot L.",,WF,Unopposed,,,,5186,2.81029175878961%,,,
2390,New York,NY,17,H8NY19058,(I),Eliot L.,Engel,"Engel, Eliot L.",,D,18854,58.8488669704726%,,,135344,73.3428707677635%,,,
2391,New York,NY,17,H4NY00032,,Kevin M.,McAdams,"McAdams, Kevin M.",,D,6416,20.0262188650977%,,,,,,,
2392,New York,NY,17,,,,Scattered,Scattered,,W(D),3543,11.0587427429927%,,,,,,,
2393,New York,NY,17,H4NY17119,,Jessica,Flagg,"Flagg, Jessica",,D,3225,10.066171421437%,,,,,,,
2394,New York,NY,17,,,,,,Party Votes:,D,32038,,,,,,,,
2395,New York,NY,17,H4NY17127,,Matt I.,Brennan,"Brennan, Matt I.",,R,Unopposed,,,,40524,21.9599427753934%,,,
2396,New York,NY,17,H0NY18081,,Kevin,Brawley,"Brawley, Kevin",,C,Unopposed,,,,3482,1.8868946980535%,,,
2397,New York,NY,17,,,,,,District Votes:,,32038,,,,184536,,,,
2398,New York,NY,18,H8NY20056,(I),Nita M.,Lowey,"Lowey, Nita M.",,,,,,Combined Parties:,170715,69.7678695492256%,,,
2399,New York,NY,18,H8NY20056,(I),Nita M.,Lowey,"Lowey, Nita M.",,D,Unopposed,,,,159072,65.0096039887204%,,,
2400,New York,NY,18,H8NY20056,(I),Nita M.,Lowey,"Lowey, Nita M.",,IDP,Unopposed,,,,7271,2.9715149781356%,,,
2401,New York,NY,18,H8NY20056,(I),Nita M.,Lowey,"Lowey, Nita M.",,WF,Unopposed,,,,4372,1.78675058236953%,,,
2402,New York,NY,18,H4NY18075,,Richard A.,Hoffman,"Hoffman, Richard A.",,R ,2439,44.4829472916287%,,,73975,30.2321304507745%,,,
2403,New York,NY,18,H6NY19086,,Jim,Russell,"Russell, Jim",,R ,2260,41.2183111435346%,,,,,,,
2404,New York,NY,18,,,,Scattered,Scattered,,W(R),784,14.2987415648368%,,,,,,,
2405,New York,NY,18,,,,,,Party Votes:,R,5483,,,,,,,,
2406,New York,NY,18,,,,,,District Votes:,,5483,,,,244690,,,,
2407,New York,NY,19,H4NY19073,(I),Sue W.,Kelly,"Kelly, Sue W.",,,,,,Combined Parties:,175401,66.7355324734619%,,,
2408,New York,NY,19,H4NY19073,(I),Sue W.,Kelly,"Kelly, Sue W.",,R,Unopposed,,,,152051,57.8514629228018%,,,
2409,New York,NY,19,H4NY19073,(I),Sue W.,Kelly,"Kelly, Sue W.",,C,Unopposed,,,,11945,4.54476277441692%,,,
2410,New York,NY,19,H4NY19073,(I),Sue W.,Kelly,"Kelly, Sue W.",,IDP,Unopposed,,,,11405,4.3393067762432%,,,
2411,New York,NY,19,H4NY19107,,Michael,Jaliman,"Jaliman, Michael",,D,5440,58.0390483303105%,,,87429,33.2644675265381%,,,
2412,New York,NY,19,H2NY19051,,Janine ,Selendy,"Selendy, Janine ",,D,3722,39.7098047583485%,,,,,,,
2413,New York,NY,19,,,,Scattered,Scattered,,W(D),211,2.25114691134109%,,,,,,,
2414,New York,NY,19,,,,,,Party Votes:,D,9373,,,,,,,,
2415,New York,NY,19,,,,,,District Votes:,,9373,,,,262830,,,,
2416,New York,NY,20,H8NY22045,(I),John E.,Sweeney,"Sweeney, John E.",,,,,,Combined Parties:,188753,65.828148540818%,,,
2417,New York,NY,20,H8NY22045,(I),John E.,Sweeney,"Sweeney, John E.",,R,Unopposed,,,,163343,56.9663383739747%,,,
2418,New York,NY,20,H8NY22045,(I),John E.,Sweeney,"Sweeney, John E.",,IDP,Unopposed,,,,14131,4.92822666145862%,,,
2419,New York,NY,20,H8NY22045,(I),John E.,Sweeney,"Sweeney, John E.",,C,Unopposed,,,,11279,3.93358350538474%,,,
2420,New York,NY,20,H4NY20113,,Doris F.,Kelly,"Kelly, Doris F.",,D,4350,63.6616420313186%,,,96630,33.6999888399085%,,,
2421,New York,NY,20,H4NY20097,,John J.,Coleman,"Coleman, John J.",,D,2427,35.5188057954047%,,,,,,,
2422,New York,NY,20,,,,Scattered,Scattered,,W(D),56,0.819552173276745%,,,,,,,
2423,New York,NY,20,,,,,,Party Votes:,D,6833,,,,,,,,
2424,New York,NY,20,H4NY20105,,Morris N.,Guller,"Guller, Morris N.",,CEN,,,,,1353,0.471862619273478%,,,
2425,New York,NY,20,,,,,,District Votes:,,6833,,,,286736,,,,
2426,New York,NY,21,H8NY23084,(I),Michael R.,McNulty,"McNulty, Michael R.",,,,,,Combined Parties:,194033,70.7751847501769%,,,
2427,New York,NY,21,H8NY23084,(I),Michael R.,McNulty,"McNulty, Michael R.",,D,Unopposed,,,,167247,61.0047637459238%,,,
2428,New York,NY,21,H8NY23084,(I),Michael R.,McNulty,"McNulty, Michael R.",,IDP,Unopposed,,,,11321,4.1294309037986%,,,
2429,New York,NY,21,H8NY23084,(I),Michael R.,McNulty,"McNulty, Michael R.",,C,Unopposed,,,,8544,3.11649656762258%,,,
2430,New York,NY,21,H8NY23084,(I),Michael R.,McNulty,"McNulty, Michael R.",,WF,Unopposed,,,,6921,2.52449353283191%,,,
2431,New York,NY,21,H2NY21073,,Warren,Redlich,"Redlich, Warren",,R,Unopposed,,,,80121,29.2248152498231%,,,
2432,New York,NY,21,,,,,,District Votes:,,n/a,,,,274154,,,,
2433,New York,NY,22,H2NY26080,(I),Maurice D.,Hinchey,"Hinchey, Maurice D.",,,,,,Combined Parties:,167489,67.164855435698%,,,
2434,New York,NY,22,H2NY26080,(I),Maurice D.,Hinchey,"Hinchey, Maurice D.",,D,Unopposed,,,,148588,59.585355094839%,,,
2435,New York,NY,22,H2NY26080,(I),Maurice D.,Hinchey,"Hinchey, Maurice D.",,IDP,Unopposed,,,,10349,4.15005814652925%,,,
2436,New York,NY,22,H2NY26080,(I),Maurice D.,Hinchey,"Hinchey, Maurice D.",,WF,Unopposed,,,,8552,3.42944219432971%,,,
2437,New York,NY,22,H4NY22028,,William A.,Brenner,"Brenner, William A.",,R,6793,50.9258565109828%,,,81881,32.835144564302%,,,
2438,New York,NY,22,H4NY22036,,Paul,Slobodian,"Slobodian, Paul",,R,4663,34.9576430017243%,,,,,,,
2439,New York,NY,22,,,,Scattered,Scattered,,W(R),1883,14.1165004872929%,,,,,,,
2440,New York,NY,22,,,,,,Party Votes:,R,13339,,,,,,,,
2441,New York,NY,22,,,,,,District Votes:,,13339,,,,249370,,,,
2442,New York,NY,23,H2NY24036,(I),John M.,McHugh,"McHugh, John M.",,,,,,Combined Parties:,160079,70.6666313507882%,,,
2443,New York,NY,23,H2NY24036,(I),John M.,McHugh,"McHugh, John M.",,R,Unopposed,,,,136222,60.1349949454149%,,,
2444,New York,NY,23,H2NY24036,(I),John M.,McHugh,"McHugh, John M.",,IDP,Unopposed,,,,15086,6.65969178067074%,,,
2445,New York,NY,23,H2NY24036,(I),John M.,McHugh,"McHugh, John M.",,C,Unopposed,,,,8771,3.87194462470257%,,,
2446,New York,NY,23,H4NY23059,,Robert J.,Johnson,"Johnson, Robert J.",,D,Unopposed,,,,66448,29.3333686492118%,,,
2447,New York,NY,23,,,,,,District Votes:,,n/a,,,,226527,,,,
2448,New York,NY,24,H2NY25017,(I),Sherwood L.,Boehlert,"Boehlert, Sherwood L.",,,,,,Combined Parties:,143000,56.888705006206%,,,
2449,New York,NY,24,H2NY25017,(I),Sherwood L.,Boehlert,"Boehlert, Sherwood L.",,IDP,Unopposed,,,,14507,5.77121988479043%,,,
2450,New York,NY,24,H2NY25017,(I),Sherwood L.,Boehlert,"Boehlert, Sherwood L.",,R,22908,58.9046027256364%,,,128493,51.1174851214156%,,,
2451,New York,NY,24,H2NY24085,,David L.,Walrath,"Walrath, David L.",,R,15394,39.5834404731293%,,,,,,,
2452,New York,NY,24,,,,Scattered,Scattered,,W(R),588,1.51195680123425%,,,,,,,
2453,New York,NY,24,,,,,,Party Votes:,R,38890,,,,,,,,
2454,New York,NY,24,H4NY24040,,Jeffrey A.,Miller,"Miller, Jeffrey A.",,D,Unopposed,,,,85140,33.8706597498488%,,,
2455,New York,NY,24,H2NY24085,,David L.,Walrath,"Walrath, David L.",,C,Unopposed,,,,23228,9.24063524394513%,,,
2456,New York,NY,24,,,,,,District Votes:,,38890,,,,251368,,,,
2457,New York,NY,25,H8NY27036,(I),James T.,Walsh,"Walsh, James T.",,,,,,Combined Parties:,189063,90.3876769502173%,,,
2458,New York,NY,25,H8NY27036,(I),James T.,Walsh,"Walsh, James T.",,R,Unopposed,,,,155163,74.1806864305896%,,,
2459,New York,NY,25,H8NY27036,(I),James T.,Walsh,"Walsh, James T.",,IDP,Unopposed,,,,20184,9.64961347044734%,,,
2460,New York,NY,25,H8NY27036,(I),James T.,Walsh,"Walsh, James T.",,C,Unopposed,,,,13716,6.55737704918033%,,,
2461,New York,NY,25,H0NY25037,,Howie,Hawkins,"Hawkins, Howie",,PJP,,,,,20106,9.61232304978271%,,,
2462,New York,NY,25,,,,,,District Votes:,,n/a,,,,209169,,,,
2463,New York,NY,26,H8NY27077,(I),Thomas M. ,Reynolds,"Reynolds, Thomas M. ",,,,,,Combined Parties:,157466,55.6261679601807%,,,
2464,New York,NY,26,H8NY27077,(I),Thomas M. ,Reynolds,"Reynolds, Thomas M. ",,R,Unopposed,,,,137425,48.5465188163022%,,,
2465,New York,NY,26,H8NY27077,(I),Thomas M. ,Reynolds,"Reynolds, Thomas M. ",,C,Unopposed,,,,10672,3.76997233987685%,,,
2466,New York,NY,26,H8NY27077,(I),Thomas M. ,Reynolds,"Reynolds, Thomas M. ",,IDP,Unopposed,,,,9369,3.30967680400171%,,,
2467,New York,NY,26,H4NY26045,,Jack,Davis,"Davis, Jack",,,,,,Combined Parties:,125613,44.3738320398193%,,,
2468,New York,NY,26,H4NY26045,,Jack,Davis,"Davis, Jack",,D,Unopposed,,,,116484,41.1489372224715%,,,
2469,New York,NY,26,H4NY26045,,Jack,Davis,"Davis, Jack",,WF,Unopposed,,,,9129,3.22489481734781%,,,
2470,New York,NY,26,,,,,,District Votes:,,n/a,,,,283079,,,,
2471,New York,NY,27,H4NY27076,,Brian M.,Higgins,"Higgins, Brian M.",,,,,,Combined Parties:,143332,50.6670437272438%,,,
2472,New York,NY,27,H4NY27076,,Brian M.,Higgins,"Higgins, Brian M.",,WF,Unopposed,,,,8091,2.86012230902471%,,,
2473,New York,NY,27,H4NY27076,,Brian M.,Higgins,"Higgins, Brian M.",,IDP,Unopposed,,,,7974,2.81876347696985%,,,
2474,New York,NY,27,H4NY27076,,Brian M.,Higgins,"Higgins, Brian M.",,D,18790,44.4145038528814%,,,127267,44.9881579412493%,,,
2475,New York,NY,27,H4NY27068,,Paul T. ,Clark,"Clark, Paul T. ",,D,11150,26.3555996785326%,,,,,,,
2476,New York,NY,27,H4NY27084,,Michael J.,Collesano,"Collesano, Michael J.",,D,5042,11.9179312627051%,,,,,,,
2477,New York,NY,27,H4NY27100,,Mark W.,Thomas,"Thomas, Mark W.",,D,3961,9.36273814588947%,,,,,,,
2478,New York,NY,27,H2NY27070,,Peter,Crotty,"Crotty, Peter",,D,1401,3.3115870089349%,,,,,,,
2479,New York,NY,27,,,,Scattered,Scattered,,W(D),1962,4.63764005105659%,,,,,,,
2480,New York,NY,27,,,,,,Party Votes:,D,42306,,,,,,,,
2481,New York,NY,27,H6NY29150,,Nancy A.,Naples,"Naples, Nancy A.",,,,,,Combined Parties:,139558,49.3329562727562%,,,
2482,New York,NY,27,H6NY29150,,Nancy A.,Naples,"Naples, Nancy A.",,R,Unopposed,,,,125275,44.2839973134434%,,,
2483,New York,NY,27,H6NY29150,,Nancy A.,Naples,"Naples, Nancy A.",,C,Unopposed,,,,14283,5.04895895931281%,,,
2484,New York,NY,27,,,,,,District Votes:,,42306,,,,282890,,,,
2485,New York,NY,28,H6NY03031,(I),Louise M.,Slaughter,"Slaughter, Louise M.",,,,,,Combined Parties:,159655,72.6113809601776%,,,
2486,New York,NY,28,H6NY03031,(I),Louise M.,Slaughter,"Slaughter, Louise M.",,WF,Unopposed,,,,9224,4.19509177900271%,,,
2487,New York,NY,28,H6NY03031,(I),Louise M.,Slaughter,"Slaughter, Louise M.",,D,19966,78.8640044239049%,,,150431,68.4162891811748%,,,
2488,New York,NY,28,H4NY28066,,Francina J.,Cartonia,"Cartonia, Francina J.",,D,3202,12.6476280759964%,,,,,,,
2489,New York,NY,28,,,,Scattered,Scattered,,W(D),2149,8.48836750009875%,,,,,,,
2490,New York,NY,28,,,,,,Party Votes:,D,25317,,,,,,,,
2491,New York,NY,28,H4NY28041,,Michael D.,Laba,"Laba, Michael D.",,,,,,Combined Parties:,54543,24.8062544343175%,,,
2492,New York,NY,28,H4NY28041,,Michael D.,Laba,"Laba, Michael D.",,R,Unopposed,,,,48981,22.2766468373083%,,,
2493,New York,NY,28,H4NY28041,,Michael D.,Laba,"Laba, Michael D.",,C,Unopposed,,,,5562,2.52960759700922%,,,
2494,New York,NY,28,H4NY28066,,Francina J.,Cartonia,"Cartonia, Francina J.",,IDP ,Unopposed,,,,5678,2.58236460550492%,,,
2495,New York,NY,28,,,,,,District Votes:,,25317,,,,219876,,,,
2496,New York,NY,29,H4NY29080,,"John Randy, Jr.",Kuhl,"Kuhl, John Randy, Jr.",,R ,25552,63.9935886198001%,,,136883,50.6570693706863%,,,
2497,New York,NY,29,H4NY29098,,Mark W.,Assini,"Assini, Mark W.",,R,13303,33.3166370307295%,,,,,,,
2498,New York,NY,29,,,,Scattered,Scattered,,W(R),1074,2.68977434947031%,,,,,,,
2499,New York,NY,29,,,,,,Party Votes:,R,39929,,,,,,,,
2500,New York,NY,29,H4NY29130,,Samara,Barend,"Barend, Samara",,,,,,Combined Parties:,110241,40.7975130914272%,,,
2501,New York,NY,29,H4NY29130,,Samara,Barend,"Barend, Samara",,WF,Unopposed,,,,5686,2.10425031919027%,,,
2502,New York,NY,29,H4NY29130,,Samara,Barend,"Barend, Samara",,D,9082,79.6806457273206%,,,104555,38.6932627722369%,,,
2503,New York,NY,29,H4NY29155,,Jeremy Weir,Alderson,"Alderson, Jeremy Weir",,D,2204,19.3367257413581%,,,,,,,
2504,New York,NY,29,,,,Scattered,Scattered,,W(D),112,0.982628531321285%,,,,,,,
2505,New York,NY,29,,,,,,Party Votes:,D,11398,,,,,,,,
2506,New York,NY,29,H4NY29098,,Mark W.,Assini,"Assini, Mark W.",,C,564,71.6645489199492%,,,17272,6.39194715319283%,,,
2507,New York,NY,29,,,,Opportunity to Ballot,Opportunity to Ballot,,C,151,19.1867852604828%,,,,,,,
2508,New York,NY,29,,,,Scattered,Scattered,,W(C),72,9.14866581956798%,,,,,,,
2509,New York,NY,29,,,,,,Party Votes:,C,787,,,,,,,,
2510,New York,NY,29,H4NY29148,,John  ,Ciampoli,"Ciampoli, John  ",,IDP,Unopposed,,,,5819,2.15347038469367%,,,
2511,New York,NY,29,,,,,,District Votes:,,52114,,,,270215,,,,
2512,New York,NY,H,,,,,,House Votes:,,320125,,,,6222418,,,,
2513,New York,NY,S,S8NY00082,(I),Charles,Schumer,"Schumer, Charles",,,,,,Combined Parties:,4769824,71.1608675381832%,,,
2514,New York,NY,S,S8NY00082,(I),Charles,Schumer,"Schumer, Charles",,D,Unopposed,,,,4384907,65.4183018480876%,,,
2515,New York,NY,S,S8NY00082,(I),Charles,Schumer,"Schumer, Charles",,IDP,Unopposed,,,,216198,3.2254517651008%,,,
2516,New York,NY,S,S8NY00082,(I),Charles,Schumer,"Schumer, Charles",,WF,Unopposed,,,,168719,2.51711392499487%,,,
2517,New York,NY,S,S4NY00156,,Howard,Mills,"Mills, Howard",,R,Unopposed,,,,1625069,24.2443578315275%,,,
2518,New York,NY,S,S4NY00172,,Marilyn F.,O'Grady,"O'Grady, Marilyn F.",,C,Unopposed,,,,220960,3.29649590660724%,,,
2519,New York,NY,S,S4NY00180,,David E.,McReynolds,"McReynolds, David E.",,GRN,,,,,36942,0.551136639128732%,,,
2520,New York,NY,S,S4NY00164,,Donald,Silberger,"Silberger, Donald",,LBT,,,,,19073,0.284549540309196%,,,
2521,New York,NY,S,S4NY00198,,Martin,Koppel,"Koppel, Martin",,SWP,,,,,14811,0.220964884471216%,,,
2522,New York,NY,S,S4NY00032,,Abraham,Hirschfeld,"Hirschfeld, Abraham",,BLD,,,,,16196,0.241627659772859%,,,
2523,New York,NY,S,,,,,,Senate Votes:,,n/a,,,,6702875,,,,
2524,New York,NY,,,,,,,Total State Votes:,,320125,,,,12925293,,,,
2525,North Carolina,NC,01,H4NC01046,(I),G.K.,Butterfield,"Butterfield, G.K.",,D,43257,71.4495721978131%,,,137667,63.9790867898222%,,,
2526,North Carolina,NC,01,H2NC01149,,Samuel (Sam) S.,"Davis, III","Davis, Samuel (Sam) S., III",,D,7577,12.5152786495326%,,,,,,,
2527,North Carolina,NC,01,H2NC01164,,Christine L.,Fitch,"Fitch, Christine L.",,D,4301,7.10415909616465%,,,,,,,
2528,North Carolina,NC,01,H4NC01053,,Donald (Don),Davis,"Davis, Donald (Don)",,D,3296,5.44415447127614%,,,,,,,
2529,North Carolina,NC,01,H4NC01061,,Darryl,Smith,"Smith, Darryl",,D,2111,3.48683558521357%,,,,,,,
2530,North Carolina,NC,01,,,,,,Party Votes:,D,60542,,,,,,,,
2531,North Carolina,NC,01,H2NC01172,,Greg,Dority,"Dority, Greg",,R,7526,80.7424096127025%,,,77508,36.0209132101778%,,,
2532,North Carolina,NC,01,H4NC01038,,Jerry N.,Williford,"Williford, Jerry N.",,R,1795,19.2575903872975%,,,,,,,
2533,North Carolina,NC,01,,,,,,Party Votes:,R,9321,,,,,,,,
2534,North Carolina,NC,01,,,,,,District Votes:,,69863,,,,215175,,,,
2535,North Carolina,NC,02,H6NC02080,(I),Bob,Etheridge,"Etheridge, Bob",,D,Unopposed,,,,145079,62.2950749280776%,,,
2536,North Carolina,NC,02,H4NC02085,,Billy J.,Creech,"Creech, Billy J.",,R,12890,79.7303148388693%,,,87811,37.7049250719224%,,,
2537,North Carolina,NC,02,H4NC02093,,Robert,Rogan,"Rogan, Robert",,R,3277,20.2696851611307%,,,,,,,
2538,North Carolina,NC,02,,,,,,Party Votes:,R,16167,,,,,,,,
2539,North Carolina,NC,02,,,,,,District Votes:,,16167,,,,232890,,,,
2540,North Carolina,NC,03,H2NC01081,(I),Walter B.,Jones,"Jones, Walter B.",,R,Unopposed,,,,171863,70.6993294664528%,,,
2541,North Carolina,NC,03,H4NC03026,,Roger A.,Eaton,"Eaton, Roger A.",,D,Unopposed,,,,71227,29.3006705335472%,,,
2542,North Carolina,NC,03,,,,,,District Votes:,,n/a,,,,243090,,,,
2543,North Carolina,NC,04,H6NC04037,(I),David,Price,"Price, David",,D,Unopposed,,,,217441,64.0976435145062%,,,
2544,North Carolina,NC,04,H4NC04073,,Todd A.,Batchelor,"Batchelor, Todd A.",,R,11531,45.4190956357334%,,,121717,35.8799530707417%,,,
2545,North Carolina,NC,04,H4NC04057,,Robert E. (Whit),Whitfield,"Whitfield, Robert E. (Whit)",,R,7954,31.3297620923271%,,,,,,,
2546,North Carolina,NC,04,H4NC04099,,James C. ,Powers,"Powers, James C. ",,R,3116,12.2735150464787%,,,,,,,
2547,North Carolina,NC,04,H4NC04081,,Howard,Mason,"Mason, Howard",,R,2787,10.9776272254608%,,,,,,,
2548,North Carolina,NC,04,,,,,,Party Votes:,R,25388,,,,,,,,
2549,North Carolina,NC,04,H4NC04107,,Maximilian,Longley,"Longley, Maximilian",,W,,,,,76,0.0224034147520591%,,,
2550,North Carolina,NC,04,,,,,,District Votes:,,25388,,,,339234,,,,
2551,North Carolina,NC,05,H4NC05146,,Virginia,Foxx,"Foxx, Virginia",,R,13119,22.3770617633514%,23092,54.6000520180645%,167546,58.8258425585551%,,,
2552,North Carolina,NC,05,H4NC05138,,Vernon L.,Robinson,"Robinson, Vernon L.",,R,13824,23.5795793746908%,19201,45.3999479819356%,,,,,
2553,North Carolina,NC,05,H4NC05195,,Ed,Broyhill,"Broyhill, Ed",,R,12608,21.5054497074727%,,,,,,,
2554,North Carolina,NC,05,H4NC05153,,Jay,Helvey,"Helvey, Jay",,R,8517,14.5274361642247%,,,,,,,
2555,North Carolina,NC,05,H4NC05112,,Nathan,Tabor,"Tabor, Nathan",,R,7660,13.0656523444829%,,,,,,,
2556,North Carolina,NC,05,H4NC05179,,Joseph H. (Joe),Byrd,"Byrd, Joseph H. (Joe)",,R,1457,2.48520306343494%,,,,,,,
